TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
87.492789116,-225.909,12.5354,7.27237,15.1863,3.49007,12.8674,3.82325,12.2118,5.47741,6.6698,-1.42394,1.75917,-0.575664,4.57727,1.56405,1.40865,-0.685712,2.63082,0.394778,3.61409,1.49295
87.516009070,-202.812,-1.65496,15.7288,9.52413,7.43325,10.219,4.46971,6.9462,2.59375,7.42502,4.00199,2.60136,0.23558,3.24482,4.02477,2.93381,1.5027,1.09061,0.453073,0.607725,-0.301094
87.539229025,-206.585,-11.4862,11.3171,13.6057,5.67251,13.8923,6.20165,9.22138,4.81181,4.69812,1.58763,5.1793,3.83124,4.40632,1.93391,2.5073,1.58689,0.57062,-1.88559,-1.50522,-0.355604
87.562448980,-226.005,1.20385,9.45879,19.6743,1.34489,14.838,4.82202,11.1555,1.34877,5.15912,2.01046,2.43546,-2.31074,0.744467,1.37821,2.67264,-0.519306,2.89416,3.13304,0.669025,1.25928
87.585668934,-247.985,6.90551,5.40871,26.4462,-5.6167,16.325,-0.470997,13.537,-1.29885,9.45337,-2.7584,7.17695,2.0574,9.61153,0.604988,4.97597,-0.0570085,3.25475,1.041,1.06617,1.35678
87.608888889,-212.389,0.760301,8.46891,10.5241,-0.318865,6.26715,3.9824,6.50516,3.39825,5.39057,4.83158,4.8815,2.1046,2.57009,2.25703,2.93601,3.04558,2.20228,1.07634,-0.909364,1.44371
87.632108844,-133.287,-2.72842,3.79501,10.6544,-1.88724,1.59418,-2.89696,4.05964,0.0526243,1.81198,1.30499,1.65578,-0.785408,-0.201313,2.9897,2.90601,-0.455268,1.83359,1.38354,0.483277,0.146752
87.655328798,-141.389,1.71235,3.25757,12.0117,-0.9399,0.380218,-3.06502,4.38957,1.06189,2.17451,2.00082,-0.714416,-2.54097,-1.34812,0.724216,2.95658,2.05516,1.69894,-0.250946,0.42993,1.10158
87.678548753,-150.616,3.95077,2.1951,12.8024,-1.05366,2.24217,-5.05,4.10887,-3.36854,0.443476,-0.730841,-2.11551,-1.73059,0.692978,1.11419,3.15029,0.126399,0.765761,0.762183,-0.876155,-0.166343
87.701768707,-166.494,6.62495,2.03175,15.2287,0.796925,4.52328,-3.48804,2.08182,-2.02933,0.830746,1.51974,0.215491,-1.61701,0.865969,2.44973,3.73103,1.77355,-0.170897,-0.118843,0.0541112,-0.388917
87.724988662,-180.14,-1.1007,3.78256,14.5244,2.40011,6.81548,3.24559,5.17706,-0.894306,1.02197,0.96872,1.91308,-0.701601,0.712339,5.31971,5.22374,3.71993,3.01955,0.657398,-0.647534,-2.02701
87.748208617,-185,1.39161,6.01001,14.933,2.70066,2.16353,-0.68283,4.85636,0.280755,2.38162,1.79492,1.32354,-1.69682,-0.359006,3.9846,5.23121,1.4009,0.155072,-1.28057,-0.498256,1.30792
87.771428571,-198.801,2.29388,6.41112,14.9243,3.91341,2.74619,1.71879,6.90139,-0.631202,0.858735,0.701534,-0.771739,-1.86088,0.332875,4.25649,5.45389,3.03761,1.34212,0.0145949,0.166866,0.565924
87.794648526,-210.866,4.90837,6.3925,16.4871,4.61332,6.42245,0.219957,5.3243,1.28734,2.66737,2.04548,-0.7367,-3.19547,-1.80439,3.89036,6.8934,3.45692,0.13858,-0.17708,0.283968,0.995079
87.817868481,-138.689,4.78496,-0.731868,4.22421,-2.93575,0.661973,-2.36563,-0.725767,-0.938044,0.375057,-0.752109,-0.508944,-1.36117,1.51553,0.716985,0.923071,-0.476866,-1.3211,-2.24478,-0.0278402,-0.0807985
87.841088435,-151.906,3.29801,-1.30978,6.90882,0.651492,7.50364,3.08444,3.8841,-0.400237,-0.979483,-1.79263,-1.59984,-3.08079,-3.01743,-4.47106,-2.27158,-1.71339,-0.71235,-2.95575,-2.70462,-3.22885
87.864308390,-167.731,3.4693,-1.21852,9.62027,4.55097,8.27485,4.93121,9.30471,3.72501,2.75564,1.66614,0.321061,-0.223266,-0.778594,-1.37773,-1.43092,-0.848632,-1.89087,-3.90346,-3.19152,-1.41582
87.887528345,-190.995,7.64369,-1.92997,14.6445,4.42939,12.8131,6.45781,8.03291,2.09162,4.29374,1.35482,0.948992,2.49072,5.16253,1.88415,0.104183,-0.213208,1.24588,1.05396,-0.0949259,-0.731165
87.910748299,-196.156,6.39657,0.106519,11.3236,7.52186,12.3359,6.63545,9.60822,2.71701,3.76988,0.499286,4.12099,0.866476,2.98917,3.58282,2.6552,0.885265,1.18546,0.154833,-0.169722,0.389446
87.933968254,-198.391,1.36217,5.85524,10.9235,8.88915,9.91819,3.92808,5.72934,2.38947,3.98217,-0.507511,1.72103,2.54632,4.79015,4.98769,4.68727,3.2903,3.63984,0.847447,-1.43916,-1.06444
87.957188209,-224.286,10.4517,5.58009,19.4124,5.22809,10.9782,-0.0866588,7.61147,2.83503,4.04651,-0.446952,0.559224,-1.44085,5.05333,3.59584,2.99639,2.35734,3.75676,1.1344,-1.97358,-2.06581
87.980408163,-237.955,11.9935,-0.643826,20.2975,-3.53113,10.813,1.18673,10.9816,0.180112,6.2208,1.3005,7.10096,0.0619877,7.83398,4.60335,12.5116,3.73378,5.13633,2.05595,1.28682,-2.74003
88.003628118,-229.208,8.52622,4.02617,15.1941,2.38207,6.16995,2.16617,6.41083,2.38349,3.72783,3.21568,5.17257,1.47583,2.45925,4.08533,6.99885,4.12572,3.65617,3.75925,0.377549,0.243181
88.026848073,-137.431,-6.95975,2.85029,8.64236,-4.56721,1.92178,-3.74652,1.47565,-0.829411,1.29205,-0.777909,-0.209638,-2.41716,-2.14622,1.40547,2.29341,-1.60661,-0.564662,0.38877,-0.577151,0.190259
88.050068027,-146.543,0.437822,7.18315,12.4649,-2.57812,2.86502,-2.94474,2.53854,-1.56537,1.11307,1.1066,2.04414,0.817704,-0.946355,1.44095,3.75763,0.37925,1.2653,2.24368,1.17499,0.384126
88.073287982,-153.514,4.55636,7.53031,13.6006,-2.22572,4.88895,-2.43178,5.2171,-3.48921,-0.32152,0.302087,-0.38967,-0.598178,0.228764,0.262191,1.57284,0.360577,-0.372611,1.4601,0.351538,-0.188413
88.096507937,-169.008,6.0938,7.89416,15.1275,-0.546004,5.53022,-2.3751,3.86473,-3.73601,-1.41616,1.01989,0.44886,-2.10642,0.880378,0.0932084,1.47361,-0.716451,-0.174225,0.633287,-0.319197,-0.640088
88.119727891,-188.197,-5.44043,7.73517,16.4842,3.73236,9.73172,6.20311,7.55575,-2.43446,2.38914,1.06451,4.25976,-2.61082,-0.982561,-0.430953,3.02315,-0.355207,0.999303,-1.39895,-1.05283,-1.88777
88.142947846,-199.083,-7.0939,5.28832,16.5016,3.86237,11.3693,4.18451,7.9819,0.963942,3.14735,0.0102063,3.35313,0.408981,2.50895,0.0799745,1.76046,-1.414,1.71074,0.852097,2.62002,0.164512
88.166167800,-209.655,-1.06121,12.0318,18.4246,6.13201,7.82424,2.18573,3.29656,-2.52535,1.08025,0.288871,2.25507,0.518449,-1.23578,2.09382,2.77347,1.48355,0.316997,0.0163266,1.0194,0.658562
88.189387755,-218.191,1.95166,11.8974,22.2825,6.66232,9.68475,2.36834,4.07169,-1.00247,-0.136394,-1.66764,-0.725118,-1.30185,-0.495729,2.08604,3.07456,-0.0901002,0.282914,1.8238,1.25504,-0.00262577
88.212607710,-166.148,12.9259,1.92872,10.1653,-4.5574,-2.71543,-4.10616,2.25758,2.18824,3.48257,3.3662,1.69032,0.799027,4.39924,0.543047,-1.31672,-4.09317,-1.29169,-2.69438,-1.95484,-1.06009
88.235827664,-184.273,10.82,1.05625,23.4711,4.3679,-2.55518,-4.0796,-0.698572,-1.00684,-1.43596,-0.817275,-3.62025,-6.73965,-1.30758,-0.636754,2.65497,-1.90545,1.81866,-3.85397,-3.75464,-2.43013
88.259047619,-188.227,14.4537,-0.754198,24,5.86731,0.441069,-1.0246,2.45391,0.528738,1.46557,2.66078,-0.195436,-5.13314,0.370023,2.04592,8.02901,-0.0578707,1.04681,-7.8248,-4.94207,-2.23805
88.282267574,-201.806,14.2264,1.36355,25.2146,7.00049,-0.304432,-1.9166,6.92954,4.62523,3.13027,2.5441,-0.256831,-1.87644,3.08969,5.24477,9.06523,0.520511,4.71766,-4.69699,-2.17027,-0.933492
88.305487528,-211.565,18.8815,-1.95076,22.7412,7.61729,1.48028,0.241235,4.71897,1.80478,3.51059,5.55001,2.28912,-2.88497,2.99716,6.27905,13.5733,2.64447,3.67452,-6.79649,-0.021783,0.8311
88.328707483,-227.751,17.34,-2.81031,25.5085,6.29679,4.01463,0.742046,12.3958,2.81381,4.01364,0.579069,-0.671978,-4.1429,3.02026,5.39802,12.7837,3.1676,7.76791,-3.99252,-1.02606,-3.532
88.351927438,-234.064,24.5484,-4.41687,24.7366,3.07626,6.65555,-2.11734,10.684,-1.28695,7.7394,1.38108,3.10752,-6.13797,1.43125,5.01095,13.1331,0.360115,3.78112,-4.99377,1.32555,-1.49188
88.375147392,-253.417,26.4372,-6.4103,24.7867,2.16549,5.42679,-0.579175,13.6943,1.02461,4.90959,2.37448,3.27882,-4.23071,5.06302,6.03392,15.0999,2.75081,7.4395,-3.21894,0.395268,-4.69839
88.398367347,-253.011,27.3682,-10.0362,23.3888,0.329435,6.55867,-4.20306,9.98152,1.31517,8.76041,5.80143,6.2148,-6.5373,3.23485,5.72705,12.8926,4.33292,6.01573,-3.9597,0.188285,-1.68168
88.421587302,-249.348,23.3652,-10.0069,18.5479,0.0912556,5.49983,-0.440476,10.4407,1.17331,2.76481,3.27594,4.40943,0.90628,7.632,5.41251,8.19969,1.5761,5.80969,-1.44132,0.286523,-2.93092
88.444807256,-257.842,22.5539,-10.9002,19.279,-1.64928,1.69664,-5.05821,6.79316,-2.59694,4.80625,4.88064,4.74942,-1.89231,6.98416,5.66735,10.1063,2.27335,6.18934,0.343865,-0.313867,-2.18396
88.468027211,-269.615,17.1634,-15.5929,15.2493,-7.21909,-2.52903,-10.994,3.7335,-6.13037,-0.134942,-1.8454,1.32279,-5.72998,4.54475,3.04379,9.05327,2.78626,7.75925,-0.664048,1.41154,-3.11295
88.491247166,-277.656,14.9155,-19.8569,16.2093,-9.62409,-3.21544,-9.22861,2.58186,-7.9103,1.57788,-3.51769,-0.32628,-4.47296,4.72854,1.8391,7.08837,1.42472,10.1588,0.122613,0.788554,-4.04597
88.514467120,-282.819,15.5386,-20.3306,13.7769,-13.4834,-6.21424,-15.5104,-0.0667196,-6.73426,1.01367,-3.71404,0.518815,-6.14904,3.84718,3.77053,12.4706,0.540162,7.53248,-1.54689,2.98615,0.00407869
88.537687075,-278.671,14.7109,-20.0944,11.5222,-10.7916,-3.71389,-12.2153,-0.153938,-9.16329,0.333588,0.571431,-0.899702,-5.49081,6.22379,4.12505,10.9796,2.32857,8.72879,-3.34477,-0.804367,-3.29154
88.560907029,-273.041,7.38923,-13.6174,14.3671,-9.22794,-2.21614,-14.0432,0.690792,-8.17216,1.61132,-1.87658,0.426264,-4.68339,0.545688,2.41583,9.1889,3.49117,4.94721,-1.11515,-0.643168,-3.85757
88.584126984,-278.025,12.594,-13.3902,14.4091,-9.54837,-2.33874,-12.4172,1.75698,-8.20614,3.94267,-0.200368,1.10123,-5.32057,2.82529,4.57328,8.93356,1.94456,5.95733,-0.884432,0.315386,-1.16801
88.607346939,-201.145,16.327,4.76741,2.45392,-8.98776,-6.5811,-10.4222,0.835579,0.46777,-0.269826,-2.55535,-1.23846,-0.613861,2.96405,-2.71087,-2.44787,-2.55467,-1.5068,-1.9189,-2.10308,-2.12723
88.630566893,-235.94,26.4598,14.7608,18.3381,2.47684,2.09475,-5.16521,4.09046,-2.51454,-0.995673,-3.02937,-3.25435,-2.95332,-0.848273,-3.60603,-2.77823,-3.36025,-0.277281,-1.65363,-3.20496,-2.55315
88.653786848,-258.719,29.8642,10.7704,28.7089,9.96378,8.20014,-6.18452,3.72811,-4.39223,7.07958,2.78508,0.671478,-7.45171,-2.03069,-0.635702,2.99798,-0.24066,0.0557664,-5.29301,-2.04811,-3.20996
88.677006803,-265.373,28.3663,9.62092,24.6833,7.70129,10.3675,2.41328,11.4788,-0.590016,4.98724,2.65747,2.29499,-4.0837,0.324855,0.852047,4.88246,-0.896354,3.52173,1.50362,-0.173276,-2.22968
88.700226757,-276.104,35.2482,3.25632,27.5186,7.89504,8.78336,2.80683,9.57521,-1.18549,6.93105,4.03358,3.85304,-2.32429,1.74765,3.07049,5.61309,-1.31547,4.50479,-3.68008,-1.0384,0.984766
88.723446712,-287.648,31.7109,1.31252,34.3795,9.34217,9.67087,-0.580526,12.7561,2.84344,7.38677,1.99732,0.837306,-4.34478,-0.49377,1.02593,7.48227,0.52758,2.9213,-1.70655,-0.089091,-2.05527
88.746666667,-283.813,31.7044,-3.83636,28.3131,6.8109,12.9342,2.44773,12.8077,0.85274,6.39446,2.49497,2.90141,-3.78487,1.26817,3.54888,5.90238,-0.664811,3.36169,-3.24136,-1.39943,-1.56729
88.769886621,-292.379,34.4944,-6.29394,29.5178,4.65696,8.38622,2.59853,13.4988,2.37567,6.09588,4.04973,5.13898,-2.88106,3.23968,3.61314,8.25397,0.449628,4.95913,-3.55137,-0.671096,0.214975
88.793106576,-294.724,37.5026,-7.2296,28.0764,3.53023,5.32635,1.23675,9.87317,1.88151,8.74577,4.1996,2.2497,-1.63233,5.11546,3.79226,10.1748,1.8482,6.2489,-2.32354,-0.96105,-0.91321
88.816326531,-290.142,25.7361,-7.45244,22.1107,3.31608,7.86371,-1.11331,13.2588,4.37421,12.3742,5.75275,4.54658,-1.83968,3.05847,4.22036,7.20658,2.52965,3.87707,-2.64847,-2.81013,-0.508284
88.839546485,-293.906,25.2837,-9.57674,19.5788,1.0921,8.77839,-2.90516,6.86497,-1.73085,6.16805,4.42869,5.0315,1.53417,6.68284,5.89311,10.401,3.73511,5.01907,-1.2137,-0.855052,-1.41315
88.862766440,-304.387,18.0139,-12.7546,16.6271,-2.80447,2.26821,-7.6587,8.59882,-2.09489,4.23647,1.59442,2.24501,-3.38284,2.14099,6.93146,8.07305,0.968874,6.14261,-0.252203,-2.6491,-2.14072
88.885986395,-309.135,14.2997,-18.9737,12.7886,-6.47035,-0.395471,-8.44966,6.00399,-3.88912,3.16967,0.167113,2.47851,-5.17383,-0.565578,1.55051,5.82202,-1.05564,-0.179634,-5.4571,-2.73163,-2.37935
88.909206349,-317.463,21.7515,-25.8467,13.8896,-7.36911,-3.48172,-8.36761,0.625821,-3.69582,3.02199,1.56192,1.27888,-4.09212,2.2365,1.73563,6.82906,-1.22224,0.77653,-4.14186,-2.0667,-2.37661
88.932426304,-322.592,19.7978,-24.8443,14.3027,-8.74526,-6.71136,-9.98329,0.580697,-6.36396,0.0793788,0.172168,-0.675266,-5.88954,0.499421,2.33106,6.37548,0.111186,2.95944,-3.22833,-1.9774,0.103272
88.955646259,-319.895,18.1499,-20.6067,16.5491,-7.22714,-1.85107,-10.8699,-2.31246,-12.4947,-0.387516,1.24633,1.62855,-4.30233,-0.145489,1.92209,9.70265,2.73519,2.18777,-1.15222,-1.078,-2.48101
88.978866213,-321.231,21.6618,-23.3371,10.246,-9.23667,-6.86579,-12.7683,-0.39775,-8.34181,-0.446366,1.0581,0.502263,-3.26023,-0.496534,3.97883,9.6138,1.49151,4.65307,-0.708025,-0.279974,-0.479109
89.002086168,-184.689,-2.7073,-1.14489,-0.306922,-7.5485,-7.22701,-6.2184,-3.38083,-3.82613,0.868759,-2.80654,0.804197,-1.97562,-0.602616,-0.299497,-3.10826,-1.48292,-0.626362,-3.64596,-3.59788,-0.468092
89.025306122,-152.285,-4.41731,8.33369,11.3474,1.1672,5.73895,2.32922,0.905726,-2.72827,-3.31711,-3.62496,-1.32052,-2.87493,-3.07303,-2.6729,-1.59989,-2.57397,-3.19523,-2.73785,-2.67441,-3.03265
89.048526077,-164.897,-4.5561,7.07557,9.20659,3.18487,12.6373,8.81437,6.65338,-0.416419,-2.66018,-1.9673,-0.29602,-1.49524,-0.727651,-1.28139,-1.08256,-5.11923,-4.52458,-2.06033,0.342961,-0.756559
89.071746032,-161.529,-7.64763,9.48514,12.981,2.54211,10.0474,4.24746,6.48172,4.45621,3.76944,0.136105,2.02551,0.705594,-0.191379,1.75956,0.660424,-2.65454,0.121652,1.16502,1.60402,-1.42445
89.094965986,-164.389,-4.41731,7.87662,12.8801,0.273566,7.01253,2.7507,7.9401,2.84412,2.09508,3.26716,3.53041,2.13923,2.55839,2.4053,1.71781,-0.977198,-0.0158016,2.80308,2.55268,-0.471688
89.118185941,-160.942,-11.1503,10.7453,14.5946,3.86179,9.28885,1.76648,4.04261,2.32679,2.55596,0.810444,4.01661,4.06124,2.01602,2.53027,2.03623,-0.441262,1.72471,2.52437,1.07051,-1.30324
89.141405896,-177.148,-11.5504,5.78063,11.9111,2.25132,11.1602,8.04254,10.0318,4.80509,3.47742,2.00488,3.12762,0.799365,1.3288,2.51467,2.89744,1.49771,1.60298,2.27927,0.72033,-1.27697
89.164625850,-191.379,-9.61451,5.70715,13.5555,2.13201,10.959,7.15801,8.48957,3.54513,3.11217,0.352849,2.3663,3.91706,3.01668,3.58947,3.55534,0.66278,1.60587,3.90476,1.61821,-0.566237
89.187845805,-205.443,-5.89948,4.89015,14.2075,1.54786,8.14928,5.13744,8.01859,2.69375,2.23499,2.82167,4.50573,4.36868,3.83883,3.35773,4.15842,4.06155,1.71973,3.86369,3.02665,-1.87289
89.211065760,-142.105,-9.02391,8.4159,8.13986,-2.28127,3.09219,1.95507,2.92873,0.794552,0.998813,-2.30065,1.55886,0.283538,0.872337,0.742632,0.455118,-0.726178,0.872604,0.533631,0.125973,1.65518
89.234285714,-146.666,-10.0774,7.98078,12.2459,1.89683,6.68325,0.918461,3.89754,1.02188,1.16585,-0.830263,0.536774,-2.31903,0.385454,1.38055,1.80175,0.0369014,-1.65716,0.780649,1.19153,-1.9291
89.257505669,-164.034,-7.53153,7.33276,10.142,2.08291,7.93574,1.99824,3.40889,-0.0220879,0.249285,-0.786288,1.80747,2.20344,0.860189,3.68512,2.14105,-2.0723,0.352985,2.33374,1.07597,-0.0622333
89.280725624,-174.705,-2.36891,6.83647,14.9792,3.4882,3.78897,1.84115,2.38409,-1.36515,-0.312882,-1.6916,1.8584,1.92259,1.63744,2.20122,0.62866,-1.00281,-2.03397,3.53558,2.00668,-1.33783
89.303945578,-180.986,-1.04054,8.75134,17.5505,1.8203,5.91605,2.12331,2.40757,-3.20103,-0.547348,0.961667,2.93772,0.918281,-0.333967,1.28478,-0.00749183,-1.61033,-2.49977,1.96813,0.685452,-0.522235
89.327165533,-179.338,-1.51298,11.2521,14.005,-2.25456,4.416,2.96994,3.59721,-1.33899,3.28018,3.01946,3.49312,0.387126,-4.18043,-1.7234,0.0329897,0.849468,-0.197879,-0.496066,0.566009,2.96403
89.350385488,-190.416,-7.21434,7.32473,11.1938,5.68816,9.19173,5.46898,6.52548,0.336651,1.4928,1.44896,4.57511,1.40502,-1.99156,0.842355,0.896653,-0.710657,-1.98618,-0.650847,1.55483,1.20603
89.373605442,-199.87,-6.76168,6.55887,12.205,1.56952,7.87097,8.86021,8.13787,3.37103,0.318364,2.38453,3.75585,1.97354,2.00994,5.62633,3.75979,-3.07401,-4.94726,0.0242089,2.44167,1.9861
89.396825397,-190.736,1.50931,9.25481,10.9989,0.458683,2.8569,2.85436,4.28898,0.699758,2.91102,1.6651,2.06089,1.60883,1.70712,2.84207,0.522423,-0.703279,-0.905218,0.833209,2.51302,-0.17166
89.420045351,-142.58,4.53559,-0.241098,4.77327,0.195157,6.11109,1.04805,1.47397,-2.2013,-2.1081,-4.84422,-4.34748,-4.22225,-3.5171,-2.56127,-0.758385,-3.12763,-2.35844,-2.14486,-2.81444,-2.77271
89.443265306,-151.668,3.18589,-1.11029,5.2006,1.19747,9.53798,6.05493,5.22833,2.39895,2.95465,-0.335981,-2.70562,-2.86626,-2.38316,-3.64801,-3.67993,-2.79116,-2.57532,-0.508512,-0.203702,-1.47934
89.466485261,-178.254,5.04881,-0.698833,12.8965,5.34474,13.6179,8.07356,8.18964,4.59918,5.26156,0.503418,-1.45755,-3.43169,-2.31592,0.882055,-0.720772,-0.121688,2.48041,0.970447,-0.660896,-0.0862176
89.489705215,-194.675,6.61117,-0.125226,13.2406,4.84204,13.1718,4.84048,7.90791,4.12966,5.60895,2.64663,3.8374,-1.70889,1.14884,1.90466,3.93898,1.90813,3.29636,0.523052,0.87313,-1.33595
89.512925170,-203.025,4.67616,0.0810104,13.5603,8.45572,14.3113,6.12925,10.1602,3.47235,2.69603,0.536487,1.73533,1.19813,3.71245,0.078478,1.82273,1.68404,2.32323,1.82182,-0.714935,-1.32934
89.536145125,-212.99,8.71711,2.56619,9.22804,3.22408,11.84,6.63461,7.0317,2.69037,5.01354,3.54595,5.48484,2.24473,2.32034,3.00455,2.47375,-0.627029,0.780147,-0.177878,0.799311,1.4204
89.559365079,-226.938,3.92288,5.70395,11.8376,3.50424,12.4765,7.47167,9.16886,3.66773,4.06859,2.01915,4.51596,3.77687,4.83562,1.04674,2.94782,1.7184,2.22326,0.661152,0.376504,-0.999443
89.582585034,-235.34,5.62443,5.08524,9.03015,0.695837,10.8866,8.12043,8.02714,3.69574,4.58341,6.87676,7.84832,3.93291,4.29843,3.8287,2.8821,0.618941,0.701841,0.121234,-0.699827,-0.0528665
89.605804989,-139.502,-8.82294,4.17369,9.5933,-3.58285,0.619971,-0.130307,3.45405,0.607578,2.79806,3.37909,5.12833,1.75244,1.1853,1.09871,1.54129,1.70358,1.03947,0.479086,-0.524997,1.39065
89.629024943,-137.269,-6.09483,8.35119,10.303,-1.40824,2.02583,-2.03939,0.200402,-2.08109,0.212923,1.13318,0.941178,-1.84846,-1.42082,1.43669,1.25707,-0.237004,0.781831,1.56615,-0.179926,-1.59556
89.652244898,-149.387,-5.22618,6.59868,9.95968,-1.25529,3.01505,-2.27388,1.78132,-1.64001,-1.43683,0.524059,0.195012,-1.40728,-0.743553,1.53045,0.552886,-1.25472,-0.42365,2.31604,1.52926,0.86976
89.675464853,-153.227,-0.168432,5.70784,12.0766,-1.28112,3.54163,-2.29251,4.99112,-1.35963,-0.400624,0.984771,0.215569,0.349394,1.76189,3.12213,-0.203722,-2.11997,-0.376486,2.47332,0.452375,-0.0611119
89.698684807,-157.36,2.68035,4.39717,14.5497,0.596505,5.50311,-3.35174,4.25767,-1.9024,1.46772,1.17239,0.782067,-0.640792,-0.00783909,2.08615,2.84364,0.674734,-0.651871,1.91993,0.734622,1.70549
89.721904762,-178.922,-3.14119,6.20219,15.8366,2.19659,11.1802,6.33833,4.80396,-5.02265,-1.91199,-1.57621,2.76735,0.966475,0.901944,3.87889,3.02146,0.957462,1.11316,0.598805,0.946259,0.093263
89.745124717,-189.172,-5.71369,8.87685,12.7432,4.13814,8.74028,5.20704,6.59382,1.03633,0.0936441,-1.82614,1.28769,0.0810199,-0.28802,0.676431,-0.756516,-0.0474407,0.248321,1.4704,1.14593,-0.424942
89.768344671,-195.487,-3.91673,8.3046,14.0552,1.07846,8.02333,7.13612,7.51303,1.05311,1.5149,1.66884,2.99555,-0.221025,-2.17738,0.496794,0.622685,-1.93982,-1.87135,1.94266,1.59198,1.36011
89.791564626,-201.872,-2.99133,10.2274,15.3555,2.50455,5.49552,5.75366,6.83434,0.652457,0.545556,1.18342,2.25348,-1.24771,-2.72476,-0.12067,2.38835,3.05813,2.62166,2.32488,2.16352,-1.08688
89.814784580,-154.737,7.92813,5.67903,7.00948,0.21823,4.83276,-0.0023188,-1.27842,-4.53028,-3.03493,-2.51926,-1.96214,-4.67118,-2.94741,-4.34473,-1.74353,-4.31868,-1.48377,-0.245854,-0.785569,-0.904767
89.838004535,-188.675,5.33925,8.8154,10.494,5.0385,11.6309,3.1187,6.28531,2.25378,-0.379321,-4.23087,-3.6793,-3.89249,-2.41359,-0.410468,-1.8447,-4.26177,-3.07438,-1.32976,-0.152433,-0.140312
89.861224490,-192.298,10.3233,10.1594,12.3146,2.6846,9.25402,4.86829,9.78494,2.83717,1.39356,0.238787,0.780667,0.065324,0.531978,0.190907,-0.388562,-1.99169,-0.495532,0.9034,1.09371,-1.17682
89.884444444,-208.317,11.9509,11.3002,12.7405,2.05221,8.78869,6.83703,7.14662,1.21627,0.719252,-1.54353,3.17989,4.41713,3.58341,2.14119,3.64309,2.23118,1.89173,0.859701,0.94388,-0.562661
89.907664399,-162.168,7.51244,0.932348,15.5656,-3.31023,8.96145,-1.87528,10.0178,-1.08634,3.38426,1.56978,4.00782,0.880294,3.14277,2.05294,3.29139,-0.47963,0.204323,2.06757,-0.244112,0.53874
89.930884354,-167.885,5.60699,1.5857,15.2942,-5.42919,6.72356,-2.53787,8.62862,-0.619673,3.96145,1.93984,2.77305,1.0868,3.03205,2.48246,3.38126,0.243194,-0.161042,2.34934,1.25534,1.05056
89.954104308,-164.498,7.43106,-1.80106,16.7056,-7.70436,8.98728,-5.32445,11.5368,-4.0897,5.57903,-0.633071,5.25822,-0.962372,5.5832,1.13454,5.79955,-1.41328,1.95898,0.378651,2.22759,-0.619326
89.977324263,-166.574,6.23015,-0.6315,17.6435,-5.54618,9.41071,-6.15956,8.6212,-3.64353,5.53852,0.485153,3.17878,-2.00537,3.8538,0.609333,5.39193,-0.573097,1.83129,0.548382,1.68177,-0.0225208
90.000544218,-139.917,-4.5628,3.07259,4.16729,-4.38574,0.533548,-0.792302,-0.0170055,-2.39988,-0.713287,2.46817,3.9358,3.49105,2.97021,2.66364,2.66779,2.18738,3.06112,4.98383,3.37521,2.05157
90.023764172,-132.287,-4.80087,6.45157,5.6361,-1.48395,2.20792,0.666176,-3.13938,-3.02481,-0.834007,-2.19944,-1.27084,0.430668,-0.694929,0.437766,0.329362,-2.18876,0.692085,1.83645,1.87523,-1.97424
90.046984127,-145.971,-6.51506,5.99675,5.01567,1.10839,6.68046,3.85573,1.82135,0.501172,-2.24245,0.442491,1.35871,0.87536,0.178797,-1.88918,-1.45894,-2.48111,0.864012,2.9052,4.00387,-0.431184
90.070204082,-177.415,-6.96161,9.29246,14.5809,1.0184,6.31928,4.03054,4.38287,0.425065,1.83223,1.38285,0.970518,-0.69516,-1.81069,0.259414,1.32596,0.532485,1.47967,2.22662,0.0256563,-2.13837
90.093424036,-179.722,-2.94004,4.20008,14.5302,3.27608,7.21081,2.36976,5.05373,-0.68336,-0.33122,0.863409,2.80732,0.907509,-1.04171,2.42558,1.69501,-0.436765,-1.83603,4.08531,1.14887,-1.0699
90.116643991,-180.315,-0.569316,8.54858,14.3425,-0.74402,5.9707,3.98398,2.38376,-3.50003,-1.79103,1.61006,4.3813,1.33187,1.82598,2.25522,-0.0963265,-2.48365,-0.57228,2.74073,2.40259,0.883985
90.139863946,-185.073,-2.79272,10.4303,11.1836,-2.14374,5.05765,4.49374,6.60506,-0.909656,-1.44653,-1.31176,1.33961,0.876839,0.421861,2.59079,2.79602,1.60677,1.53524,2.56873,1.38196,0.243909
90.163083900,-196.044,-3.71143,6.68119,12.4027,-0.788828,6.25489,6.1765,7.70334,0.386847,0.298355,0.690147,0.307418,2.80122,2.27946,3.32142,1.89915,-0.830349,0.25324,2.61788,2.30038,0.640923
90.186303855,-200.983,-2.69675,9.72292,11.9156,-0.320788,4.3052,4.76411,7.73315,0.20785,1.29289,3.71168,3.48859,2.3414,-0.737439,1.12166,1.41249,2.41408,2.70237,3.39834,0.874008,-2.34941
