TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
35.387210884,0.223964,0.390592,0.404444,0.633608,0.417877,0.0569985,0.122429,3.10047,0.0124315,0.00847923,0.247531,1.90036
35.433650794,0.737734,0.462186,0.320551,1.04765,0.497956,0.144905,0.148892,2.47804,0.00673913,0.00851149,0.452986,1.13628
35.480090703,0.911153,0.483987,0.23711,1.22798,0.168024,0.199037,0.176918,2.24,0.0845478,0.190657,0.615892,0.735989
35.526530612,0.619612,0.51576,0.356178,0.82704,0.172022,0.264447,0.035068,1.78284,0.168413,0.50252,0.55981,1.53494
35.572970522,0.148966,0.340911,0.626576,0.537975,0.154908,0.955193,0.000813359,1.84414,0.462627,0.763754,0.481141,2.0022
35.619410431,0,0.177972,0.959236,0.708158,0.160725,0.967268,0.00355273,2.50724,0.467132,0.706984,0.304638,1.77471
35.665850340,0,0.0661409,1.50315,0.356431,0.176698,0.692622,0.026935,2.97458,0.424396,0.784834,0.248885,1.73849
35.712290249,0,0.0382746,1.74077,0.239968,0.0523249,0.541321,0.0454912,3.12312,0.244416,0.834839,0.129161,1.66934
35.758730159,0.221505,0.284041,1.39895,0.428534,0.245614,0.143805,0.0325961,2.82261,0,0.853627,0.127901,2.13992
35.805170068,0.284717,0.358543,0.678256,0.698429,0.679211,0.31641,0.134793,2.57585,0.0142975,0.935814,0.261282,1.76581
35.851609977,0.773049,0.655917,0.422417,0.906555,0.823614,0.41409,0.0762563,1.97518,0,0.93265,0.579546,0.842842
35.898049887,1.07168,0.774314,0.117706,0.99625,0.553391,0.452997,0.0811008,1.71313,0.131546,0.935455,0.858271,0.121619
35.944489796,0.638915,0.839437,0.0585053,0.446488,0.339982,0.664032,0.326414,1.53537,0.177815,1.1065,0.753903,1.59036
35.990929705,0.528377,0.349189,0.990077,0.0595363,0.0243692,0.863589,0.335018,1.6388,0.138741,0.888618,0.153349,2.02539
36.037369615,0.260004,0.327062,1.40651,0.0522885,0.0529491,0.744048,0.227326,2.35881,0.115493,0.716653,0.0672732,1.87
36.083809524,0.045951,0.239716,1.70445,0.0809146,0.0691224,0.605984,0.0998861,2.82365,0.098738,0.763522,0.012636,1.86382
36.130249433,0,0.306178,1.70231,0.081311,0.0958513,0.575079,0.0611073,3.35214,0.0357743,0.708477,0.0098152,1.50217
36.176689342,0.176255,0.719569,1.2558,0.204553,0.052835,0.395162,0.0632498,3.17688,0,0.389223,0.105272,1.37837
36.223129252,0.912306,0.739684,0.743448,0.408506,0.249903,0.0874337,0.060277,2.79784,0.00244167,0.34973,0.319401,0.880792
36.269569161,1.45427,0.717643,0.601398,0.691025,0.33457,0.143201,0.0576216,2.43328,0.00143511,0.420098,0.480106,0.0602398
36.316009070,1.53534,0.676926,0.418348,0.876308,0.511424,0.195153,0.0485806,2.31271,0.016086,0.514488,0.66646,0.0216573
36.362448980,1.27547,0.513831,0.389316,0.915754,0.655047,0.292839,0.0332105,1.74824,0.103418,0.601374,1.1413,0.00787042
36.408888889,0.618927,0.928794,0.475736,1.03147,0.709097,0.357256,0.514187,0.937117,0.266784,0.209026,1.61995,0.0296543
36.455328798,0.312087,1.00492,0.515917,1.55399,0.666056,0.246632,0.230013,1.15519,0.252991,0.224017,1.83724,0.216402
36.501768707,0.266974,0.847902,0.442338,1.94726,0.757283,0.178903,0.131113,1.56156,0.185674,0.229822,2.04869,0.217298
36.548208617,0.137812,0.649391,0.326325,2.61411,0.773474,0.0419796,0.141747,1.79754,0.106861,0.118423,2.02724,0
36.594648526,0.056065,0.658233,0.0532568,2.67868,0.816031,0.0370263,0.232259,1.61548,0.215489,0.220473,1.4642,0.116974
36.641088435,0.183998,0.624777,0.000170655,1.972,0.786856,0.148461,0.225994,1.176,0.770226,0.493805,0.795489,0.424077
36.687528345,0.333273,0.346542,0.00583968,1.49249,0.633578,0.254082,0.373577,0.462615,0.899127,1.13574,0.419369,0.447846
36.733968254,0.546034,0.399041,0.132625,1.0898,0.524486,0.290285,0.307514,0.0705148,0.861024,1.94177,0.349299,0.436675
36.780408163,0.209131,0.332954,0.872681,0.331967,0.255784,0.690218,0.126455,1.06697,0.402549,2.11846,0.0857315,1.42064
36.826848073,0.177635,0.326132,1.33606,0.0300205,0.0460307,0.547891,0.0589013,1.44716,0.229942,1.21075,0.424919,1.65721
36.873287982,0,0.250459,1.65333,0.00425532,0,0.364328,0.0694862,2.31911,0.295537,0.823236,0.38995,1.5411
36.919727891,0,0.0699833,1.76949,0,0,0.436227,0.0939572,2.94731,0.261106,0.748097,0.165671,1.67825
36.966167800,0,0.309673,1.66032,0.00986233,0,0.271351,0.10632,3.47698,0.0202384,0.556149,0.0466423,1.99882
37.012607710,0.108888,0.508751,0.919455,0.196135,0.167722,0.181807,0.0896912,3.33703,0,0.0444298,0.19502,2.17132
37.059047619,0.224634,0.358355,0.300095,0.678335,0.484494,0.0552052,0.139604,3.00905,0.00259163,0.00949604,0.239243,1.78724
37.105487528,0.736726,0.465484,0.235531,0.989566,0.608309,0.156361,0.16449,2.36854,0.00626216,0.0186344,0.472295,0.978141
37.151927438,0.991652,0.487903,0.189976,1.09001,0.26548,0.209839,0.177275,2.08003,0.0831995,0.226232,0.56805,0.645406
37.198367347,0.429257,0.487694,0.519157,0.496176,0.181365,0.463202,0.0168212,1.62839,0.151651,0.556848,0.574677,1.73371
37.244807256,0.132507,0.33564,1.31869,0.0987258,0.432216,1.06465,0,1.94869,0.50045,0.278607,0.707596,1.86238
37.291247166,0,0.204161,1.44317,0.214547,0.511304,1.00388,0.00555992,2.70317,0.468637,0.268996,0.538008,1.80008
37.337687075,0,0.101533,1.67549,0.130554,0.424878,0.809595,0.0285792,3.00466,0.446097,0.497968,0.371076,1.77533
37.384126984,0.0695392,0.178174,1.74678,0.174183,0.236801,0.62203,0.042706,3.00463,0.262942,0.622056,0.219146,1.76216
37.430566893,0.203645,0.349279,1.3526,0.280895,0.217956,0.276415,0.13389,2.75415,0,0.842168,0.241667,2.09745
37.477006803,0.49091,0.442547,0.613401,0.60233,0.764556,0.308135,0.260812,2.37291,0.026678,0.933732,0.414829,1.48592
37.523446712,1.00517,0.680815,0.303328,0.77675,0.894069,0.306637,0.195585,1.88247,0.0217403,0.898126,0.812048,0.445207
37.569886621,1.22748,0.768171,0.0900669,0.768078,0.610421,0.306834,0.137145,1.64464,0.161256,0.947218,1.15858,0.0955499
37.616326531,0.499887,0.810008,0.107574,0.338453,0.173346,0.842502,0.410585,1.26497,0.251775,1.34929,0.9325,1.31754
37.662766440,0.372774,0.346236,0.761828,0.0517367,0.0399003,1.03812,0.406461,1.53499,0.175864,0.818693,0.156636,1.86636
37.709206349,0.123507,0.398158,1.24435,0.0542675,0.0539738,0.886106,0.307366,2.35245,0.112527,0.687717,0.0980767,1.78167
37.755646259,0.027783,0.346594,1.63449,0.103763,0.0701458,0.578621,0.213106,2.7574,0.0966679,0.751801,0.0163941,1.68554
37.802086168,0.0442607,0.44553,1.59716,0.0901828,0.0914816,0.463064,0.0606982,3.24516,0.00638659,0.715987,0.0137752,1.41178
37.848526077,0.215176,0.630769,1.19354,0.195872,0.0120354,0.329956,0.0598134,3.15497,0.00967542,0.400394,0.158432,1.31501
37.894965986,0.933086,0.61038,0.757974,0.435884,0.176492,0.121447,0.0559956,2.73568,0,0.339341,0.405459,0.841773
37.941405896,1.4855,0.608932,0.571708,0.788342,0.283252,0.195534,0.0545078,2.39535,0.020439,0.413654,0.575592,0.00828969
37.987845805,1.51667,0.580095,0.331826,0.964707,0.41592,0.244112,0.0429352,2.26319,0.021925,0.522361,0.796897,0.0191149
38.034285714,1.09819,0.591582,0.439743,0.94259,0.498457,0.384759,0.0175035,1.521,0.171705,0.569332,1.21284,0.0199144
38.080725624,0.635728,0.735101,0.606635,0.812276,0.57401,0.539844,0.446204,1.0292,0.308867,0.371075,1.68311,0.0348765
38.127165533,0.315611,0.914807,0.511889,1.52099,0.543833,0.451202,0.183118,1.35611,0.264718,0.23116,1.87353,0.227023
38.173605442,0.23879,0.862647,0.386657,2.00994,0.729654,0.198311,0.103762,1.79596,0.196793,0.12188,2.10562,0.219934
38.220045351,0.0937666,0.802936,0.0742806,2.51845,0.668223,0.239248,0.232167,1.84832,0.120288,0.127142,2.11248,0
38.266485261,0.223062,0.613194,0.0646755,2.01923,0.773703,0.320136,0.11868,1.63795,0.103418,0.420358,1.45472,0.562567
38.312925170,0.356255,0.407471,0.158123,1.23486,0.892842,0.287069,0.0768073,1.2698,0.0770128,0.937219,0.928454,0.67686
38.359365079,0.512615,0.302581,0.838423,1.08098,0.960981,0.196377,0.0580213,0.951043,0.0899907,1.28382,0.860837,0.601838
38.405804989,0.522061,0.269424,1.50923,0.782755,0.81892,0.284897,0.0945301,0.701233,0.0868041,1.90405,0.543664,0.604982
38.452244898,0.722764,0.201422,1.52711,0.253663,0.441794,0.430256,0.32545,1.13037,0.0767018,1.9268,0.239634,1.05494
38.498684807,0.311162,0.262619,1.64226,0.020775,0.0301553,0.50336,0.127999,1.56366,0.168644,1.33946,0.0914389,1.63097
38.545124717,0,0.294793,1.90477,0,0,0.202705,0.106452,2.25161,0.117344,0.857608,0.177564,1.63787
38.591564626,0,0.186423,2.0869,0,0.00133262,0.229297,0.109293,2.87446,0.128599,0.856015,0.105597,1.64965
38.638004535,0,0.199661,1.86274,0.00935513,0,0.122074,0.118058,3.22383,0.0744412,0.661243,0.00178341,1.83302
38.684444444,0.303633,0.315312,1.30981,0.620719,0.0112519,0.0985614,0.120359,2.69635,0.625246,0.00831933,0.138559,1.68036
38.730884354,0.417711,0.318211,1.05492,0.823742,0.0504097,0.0852063,0.299948,2.1008,1.16793,0.278495,0.03614,1.43288
38.777324263,0.685284,0.340872,0.452914,0.687197,0.0916265,0.0518816,0.415576,1.68653,1.13413,0.49048,0.25754,1.07694
38.823764172,0.787527,0.297369,0.427946,0.527407,0.122568,0.0587653,0.498664,1.42143,1.16339,0.666957,0.550358,0.974176
38.870204082,0.692865,0.194419,1.27117,0.436609,0.18247,0.504519,0.310066,1.57692,0.680819,0.578194,0.61361,1.45663
38.916643991,0.179594,0.190083,1.42111,0.387856,0.227776,1.12983,0.0409953,2.24547,0.506023,0.585462,0.374443,1.73564
38.963083900,0,0.145188,1.63015,0.213417,0.31435,1.04165,0.0338354,2.78928,0.452791,0.368302,0.347698,1.7863
39.009523810,0,0.133257,1.97958,0.13713,0.220169,0.786684,0.0391573,3.08508,0.415671,0.485995,0.24906,1.74588
39.055963719,0,0.0765637,1.91315,0.167467,0.121987,0.541082,0.0516416,3.14495,0.234618,0.366703,0.115176,1.79562
39.102403628,0.36229,0.0536678,1.74824,0.539191,0.0638027,0.200168,0.0809566,2.42259,0.58295,0.309582,0.130744,1.90891
39.148843537,0.486219,0.138214,0.991712,0.810216,0.0564598,0.227107,0.40664,1.8149,1.11534,0.784702,0.00801063,1.31544
39.195283447,0.730026,0.242107,0.497797,0.655824,0.0931134,0.305313,0.498009,1.35435,1.05985,0.932352,0.198629,0.619044
39.241723356,0.792385,0.244657,0.407827,0.608014,0.115374,0.371733,0.592729,0.993882,1.07831,1.11297,0.6272,0.19895
39.288163265,0.691735,0.140841,1.47512,0.317429,0.192167,0.515951,0.43208,1.05851,0.605081,0.708057,0.475613,1.60731
39.334603175,0.191607,0.0515467,1.80656,0.04063,0.0611359,0.966952,0.217743,1.85318,0.510861,0.26417,0.0564085,2.04524
39.381043084,0,0.0876067,1.87314,0.0766262,0.0544465,0.925093,0.106437,2.46606,0.115014,0.622058,0.016621,2.0428
39.427482993,0,0.101983,1.93507,0.13089,0.0698948,0.72234,0.0448605,2.86576,0.105284,0.723871,0.00966545,1.95099
39.473922902,0,0.0699562,1.6888,0.126626,0.0803756,0.666897,0.0783191,3.38468,0.103611,0.582358,0.0105053,1.64171
39.520362812,0.346484,0.331907,1.45421,0.213457,0.00519527,0.623084,0.0754337,2.64001,0.118537,0.164941,0.0713883,1.39051
39.566802721,0.658585,0.236517,0.585154,0.361454,0.0155644,0.651083,0.456747,1.88054,0.553906,0.676212,0.0507917,1.30624
39.613242630,0.876389,0.287786,0.279741,0.207657,0.104768,0.750507,0.551682,1.60474,0.428963,0.870818,0.0961207,1.06321
39.659682540,0.941829,0.354138,0.27772,0.199767,0.243589,0.900066,0.495653,1.13136,0.418874,1.16837,0.0913587,0.896633
39.706122449,0.986744,0.560396,0.164559,0.712604,0.585442,0.897829,0.373873,0.991948,0.197581,1.01535,0.760206,0.0604933
39.752562358,1.04426,1.10998,0.448543,1.17951,0.471827,0.655284,0.325021,1.12103,0.280506,0.376648,1.54368,0.147771
39.799002268,0.708321,1.14717,0.368854,1.67254,0.770039,0.369547,0.23338,1.30706,0.205177,0.180451,1.86804,0.0936787
39.845442177,0.414124,0.903106,0.240596,2.18875,0.902011,0.0918031,0.139238,1.74301,0.117264,0.116053,2.01928,0
39.891882086,0.153987,0.71602,0.0414289,2.62348,0.756777,0.0217585,0.176422,1.80589,0.0565927,0.122704,1.82948,0
39.938321995,0.109812,0.745986,0.000408022,2.13067,1.07312,0.0947489,0.130112,1.57412,0.321125,0.272083,0.973216,0.461193
39.984761905,0.273651,0.685312,0,1.42977,1.09523,0.134507,0.221087,1.23637,0.675236,0.538992,0.576064,0.59419
40.031201814,0.578633,0.483542,0.148085,1.00596,0.782518,0.273608,0.632578,0.720243,0.741272,1.24416,0.432338,0.531331
40.077641723,0.719629,0.26987,0.578326,0.392569,0.387231,0.352169,0.798986,0.414677,0.673808,1.94066,0.416488,0.42404
40.124081633,0.333258,0.326726,1.11125,0.119755,0,0.540714,0.408977,0.995383,0.229704,2.1691,0.0949773,1.41756
40.170521542,0.167184,0.318484,1.72188,0.00644634,0,0.549298,0.0875748,1.53987,0.135492,1.50759,0.176921,1.64306
40.216961451,0,0.189074,1.93356,0,0,0.482869,0.0741004,2.02808,0.108865,1.19889,0.215096,1.56789
40.263401361,0,0.123247,1.94739,0,0,0.508632,0.0958937,2.49624,0.0938483,1.03666,0.148195,1.53991
40.309841270,0.0927641,0.413878,1.54308,0.130492,0,0.251074,0.126719,2.99368,0.0205559,0.736673,0.0787955,2.05483
40.356281179,0.0828707,0.495759,0.633166,0.424795,0.259756,0.143557,0.102565,3.06764,0,0.0975477,0.148631,2.12361
40.402721088,0.560275,0.38154,0.211446,0.948769,0.473756,0.0468485,0.109107,2.57082,0.00679413,0.00949187,0.285034,1.64128
40.449160998,0.949597,0.460512,0.148512,1.21302,0.300523,0.169174,0.184981,2.18117,0.0232441,0.0886658,0.591077,0.856887
40.495600907,1.01057,0.4858,0.347446,1.11322,0.157727,0.229716,0.145683,1.97216,0.114904,0.372928,0.599713,0.867165
40.542040816,0.257538,0.483697,0.922075,0.32255,0.15006,0.460603,0.00291985,1.62931,0.178677,0.654382,0.45458,1.81806
40.588480726,0.0458993,0.303722,1.60398,0.129863,0.0523758,0.725248,0.000435798,2.23894,0.44595,0.350937,0.539218,1.65379
40.634920635,0,0.183394,1.85292,0.144788,0.0689853,0.667718,0.0106401,2.85542,0.438088,0.52059,0.420418,1.66632
40.681360544,0,0.0963901,2.02919,0.159316,0.0917298,0.639791,0.0328982,3.09388,0.404722,0.753841,0.278773,1.62015
40.727800454,0.189046,0.177392,1.95096,0.189127,0.0366675,0.451824,0.0283294,2.88338,0.145176,1.06679,0.0924356,1.84122
40.774240363,0.183179,0.200087,1.37305,0.385659,0.32554,0.304292,0.154695,2.711,0,1.07209,0.0208188,1.9322
40.820680272,0.59401,0.439003,0.763666,0.635742,0.731898,0.406462,0.211586,2.3358,0.0261171,1.15984,0.116663,1.17343
40.867120181,0.977759,0.662952,0.404885,0.951322,0.740422,0.49247,0.170649,1.94957,0.0208221,1.24568,0.462127,0.0645421
40.913560091,1.06913,0.736333,0.315908,0.923916,0.419464,0.56494,0.137479,1.77604,0.115571,1.61195,0.432949,0.08699
40.960000000,0.335446,0.617628,0.626289,0.34715,0.104956,0.487605,0.438477,1.62418,0.279061,1.65762,0.305398,1.72527
41.006439909,0.127904,0.465972,1.14187,0.204233,0.0315725,0.835014,0.355039,1.94635,0.162658,0.914731,0.0626114,1.87804
41.052879819,0.0133858,0.412325,1.42699,0.113572,0.056596,0.680335,0.249966,2.60128,0.108598,0.805486,0.0510604,1.82419
41.099319728,0,0.243468,1.92264,0.105163,0.0792939,0.586686,0.110075,2.93781,0.0914833,0.737219,0.0281233,1.8342
41.145759637,0.176868,0.435987,1.60561,0.106149,0.107875,0.45216,0.0706968,3.3858,0.00881697,0.511728,0.00412638,1.51425
41.192199546,0.35836,0.714515,0.963892,0.165187,0.086282,0.169645,0.0653992,3.15699,0.0511521,0.228586,0.262718,1.25455
41.238639456,1.13274,0.630028,0.695746,0.499854,0.447188,0.0707062,0.0624084,2.64445,0,0.350824,0.454937,0.576441
41.285079365,1.55521,0.672751,0.509873,0.748406,0.628673,0.147617,0.0589245,2.33179,0.0291661,0.448952,0.632849,0.00827843
41.331519274,1.60253,0.600053,0.350153,0.882678,0.704447,0.215114,0.0456584,2.13834,0.0393603,0.538473,0.945571,0.0173155
41.377959184,1.03675,0.712762,0.517305,1.00755,0.876219,0.27373,0.0842498,1.0446,0.206797,0.528585,1.4533,0.0244591
41.424399093,0.401414,0.795008,0.664725,0.994589,0.571277,0.169765,0.522459,0.912919,0.30802,0.233374,2.10849,0.0294768
41.470839002,0.218084,0.866742,0.502048,1.49961,0.623811,0.28084,0.222003,1.57767,0.280949,0.116325,2.3016,0.181768
41.517278912,0.206073,0.703763,0.414351,2.03704,0.704023,0.0906207,0.137849,1.88824,0.190912,0.123828,2.31252,0.179383
41.563718821,0.134585,0.749481,0.0990424,2.56067,0.639649,0.00395548,0.174558,1.93442,0.0871434,0.0949917,1.94672,0
41.610158730,0.0874565,0.911867,0.0249425,2.16309,0.883794,0.0755884,0.194796,1.58995,0.416068,0.317048,1.17244,0.297492
41.656598639,0.171771,0.780788,0,1.61781,0.893837,0.177137,0.380547,1.11045,0.811799,0.712597,0.679713,0.407937
41.703038549,0.465249,0.369428,0.401711,1.04099,0.60896,0.26611,0.61975,0.129165,0.937643,1.64211,0.507338,0.312315
41.749478458,0.457844,0.125264,0.55052,0.647635,0.576316,0.345248,0.362781,0.65499,0.87862,2.01835,0.475213,0.234322
41.795918367,0.349393,0.359525,1.16323,0.0708036,0.300378,0.464679,0.25073,1.10045,0.210951,1.884,0.119392,1.56601
41.842358277,0.121066,0.311375,1.79034,0.000542767,0.0961627,0.359656,0.191446,1.55857,0.152831,1.48491,0.186344,1.63855
41.888798186,0,0.176862,2.04591,0,0,0.204515,0.210657,2.3176,0.108085,1.19455,0.228558,1.58121
41.935238095,0,0.103303,2.17845,0,0,0.191935,0.175696,2.8696,0.0902847,0.893409,0.176651,1.60462
41.981678005,0.138916,0.49041,1.71633,0.0142808,0.00042805,0.184921,0.0893194,3.18681,0.0149074,0.488089,0.120286,2.04886
42.028117914,0.0762087,0.431124,0.767432,0.292249,0.281677,0.18635,0.116432,3.30473,0.00115706,0.00800114,0.22337,1.94923
42.074557823,0.57651,0.407066,0.544921,0.721855,0.467494,0.0703273,0.109327,2.75388,0.0166147,0.0089403,0.428567,1.29752
42.120997732,0.888367,0.471356,0.5462,0.910526,0.275373,0.181388,0.185069,2.39839,0.0296885,0.14617,0.673986,0.602869
42.167437642,0.826123,0.496536,0.678257,0.843301,0.140319,0.237699,0.158806,2.22266,0.0963882,0.638149,0.586987,0.645832
42.213877551,0.182186,0.404439,1.37273,0.329583,0.116411,0.547021,0,1.86171,0.157674,1.03096,0.411906,1.70689
42.260317460,0,0.274384,1.79348,0.192144,0.0119203,1.02753,0,2.38301,0.43167,0.565903,0.415875,1.70198
42.306757370,0,0.159898,1.7855,0.188612,0.0214445,0.843713,0.0139624,2.926,0.427587,0.429479,0.318561,1.79503
42.353197279,0,0.0833817,2.00891,0.158422,0.032029,0.625758,0.035698,3.14543,0.327994,0.569647,0.163094,1.73658
42.399637188,0.212865,0.150392,1.88901,0.198485,0.0556417,0.337131,0.022443,2.95069,0.0341507,0.830155,0.0366232,1.97629
42.446077098,0.187143,0.248315,1.15557,0.456447,0.345337,0.361453,0.129629,2.65159,0,1.22335,0.00142743,1.89434
42.492517007,0.644661,0.529411,0.625154,0.707535,0.704139,0.518506,0.162201,2.0883,0.0290801,1.45391,0.124011,1.09798
42.538956916,1.04607,0.674975,0.414741,0.955248,0.702286,0.559183,0.104268,1.73331,0.0129537,1.52135,0.467449,0.129899
42.585396825,1.09654,0.653916,0.552876,0.744955,0.455914,0.671709,0.0942793,1.57022,0.20128,1.84387,0.38814,0.412351
42.631836735,0.295502,0.28587,0.87235,0.190843,0.0199398,0.604113,0.430496,1.5013,0.399826,1.66377,0.456738,1.91666
42.678276644,0,0.192409,1.06825,0.151784,0.0440436,0.901296,0.341669,2.01702,0.132284,0.875571,0.06549,2.16236
42.724716553,0,0.201828,1.2418,0.0901082,0.0710355,0.703411,0.213915,2.61724,0.106849,0.701865,0.0310249,2.30451
42.771156463,0,0.15481,1.64732,0.0558395,0.0944007,0.610823,0.0650231,2.9564,0.0891647,0.667549,0.0127144,2.20989
42.817596372,0.205885,0.479915,1.37597,0.0649418,0.124682,0.422067,0.068802,3.4243,0.00717028,0.458104,0.0247909,1.64647
42.864036281,0.29981,0.699305,0.683087,0.180322,0.102746,0.261419,0.0625349,3.17481,0.0553288,0.295352,0.323028,1.35672
42.910476190,1.09254,0.627352,0.520575,0.534485,0.294509,0.0659465,0.0604599,2.69073,0,0.404043,0.436175,0.712513
42.956916100,1.5366,0.632592,0.389116,0.82552,0.452464,0.155776,0.0579231,2.38016,0.00786524,0.492618,0.562373,0.0104576
43.003356009,1.55519,0.50636,0.331251,0.971732,0.448231,0.246707,0.0422359,2.15636,0.0166303,0.615273,0.88216,0.0180899
43.049795918,0.912861,0.882885,0.466942,1.33277,0.517802,0.314466,0.170823,1.02812,0.173512,0.51934,1.40753,0.0210994
43.096235828,0.372347,1.044,0.665578,1.20143,0.343224,0.145649,0.516979,1.07333,0.283709,0.259359,1.83513,0.0935643
43.142675737,0.232022,1.026,0.527395,1.68446,0.51664,0.163449,0.23223,1.60496,0.263742,0.151332,2.07815,0.190704
43.189115646,0.190501,0.803135,0.421682,2.23103,0.668409,0.00440671,0.12328,1.89644,0.170984,0.133071,2.12513,0.139588
43.235555556,0.0907163,0.837592,0.197195,2.52546,0.599695,0.00347161,0.167504,1.94115,0.0861385,0.104386,1.72046,0.0632429
43.281995465,0.0611455,1.04256,0.131611,1.80318,0.879235,0.0731112,0.217142,1.75723,0.507668,0.245886,0.973371,0.23398
43.328435374,0.126364,0.924671,0.123805,1.1264,0.868672,0.20176,0.414466,1.39253,0.825032,0.791735,0.554367,0.26983
43.374875283,0.431564,0.473272,0.414522,0.809232,0.666302,0.254759,0.69148,0.483862,0.938682,1.68911,0.507635,0.183241
43.421315193,0.405512,0.15332,0.578536,0.550884,0.608277,0.378116,0.451551,0.53198,0.865159,2.03696,0.413008,0.341353
43.467755102,0.343578,0.378337,0.993649,0.0773706,0.302517,0.661251,0.255732,0.951094,0.134002,2.04208,0.0834984,1.71169
43.514195011,0,0.390788,1.59419,0.018469,0.00183526,0.542163,0.171318,1.61696,0.130007,1.52141,0.167087,1.7238
43.560634921,0,0.26248,1.97638,0,0,0.280608,0.112504,2.012,0.106339,1.29733,0.232353,1.74595
43.607074830,0,0.10365,2.15989,0,0,0.168043,0.0996672,2.49446,0.0845818,1.17104,0.181634,1.64199
43.653514739,0.170947,0.491941,1.79446,0.0453119,0.0114889,0.20189,0.143451,2.8603,0.0137541,0.865788,0.155213,1.96721
43.699954649,0.0328787,0.408866,0.929661,0.376901,0.286259,0.252036,0.16544,3.05809,0.00250864,0.432637,0.173856,1.91404
43.746394558,0.55732,0.415597,0.753728,0.701929,0.4544,0.0907034,0.13787,2.60461,0.0148235,0.0162875,0.390182,1.30239
43.792834467,0.880493,0.465929,0.687114,0.856184,0.223933,0.181682,0.192518,2.31401,0.0435158,0.185079,0.660603,0.603434
43.839274376,0.787132,0.494081,0.857138,0.75459,0.135781,0.237468,0.148001,2.13546,0.103475,0.606754,0.550292,0.679634
43.885714286,0.231434,0.375526,1.27574,0.308611,0.11295,0.486071,0,1.77877,0.156891,1.45813,0.379027,1.65362
43.932154195,0,0.255529,1.68677,0.460565,0.0125015,0.774104,0,2.53542,0.33127,0.905737,0.310716,1.5753
43.978594104,0,0.131917,2.02117,0.338507,0,0.637343,0.0155658,2.99221,0.377599,0.710951,0.329498,1.70293
44.025034014,0,0.0710898,2.25849,0.162199,0.014578,0.549367,0.0369505,3.18953,0.323278,0.65643,0.280011,1.74746
44.071473923,0.190094,0.181812,2.06042,0.216292,0.0389418,0.256149,0.016916,3.02539,0.0223948,0.657545,0.111435,2.15444
44.117913832,0.156122,0.203393,1.1835,0.531907,0.432597,0.280397,0.132488,2.83577,0.00113547,0.706095,0.0982525,1.96777
44.164353741,0.802375,0.609391,0.497724,0.844362,0.761813,0.390211,0.166966,2.10107,0.0280794,0.942322,0.50566,0.786283
44.210793651,1.15076,0.801763,0.094143,1.1047,0.684582,0.448213,0.0760872,1.58842,0.0240652,1.05352,0.920869,0.0614232
44.257233560,1.11921,0.79499,0.209293,0.724269,0.48048,0.682572,0.0708316,1.63468,0.0919211,1.4025,0.787242,0.326131
44.303673469,0.303153,0.363956,1.30628,0.146207,0.00932256,0.604129,0.365192,1.64951,0.152186,1.45706,0.416821,1.99951
44.350113379,0.0673008,0.377254,1.68223,0.00290703,0.0441776,0.878847,0.296031,2.18902,0.128684,0.818037,0.0852615,2.02901
44.396553288,0.00437078,0.377256,1.67058,0.0373315,0.0631687,0.716841,0.202542,2.70933,0.105566,0.733403,0.0515132,1.97879
44.442993197,0,0.331209,1.83741,0.0918417,0.0780706,0.593676,0.0640955,2.97435,0.0824017,0.751013,0.0152979,1.84712
44.489433107,0.203485,0.610939,1.42319,0.0893545,0.0852435,0.492392,0.0811731,3.32603,0.00360899,0.666513,0.0085016,1.41087
44.535873016,0.354875,0.727006,0.712842,0.204552,0.135367,0.193548,0.0610936,3.0314,0.0455074,0.463064,0.263353,1.22716
44.582312925,1.0715,0.689368,0.499079,0.669877,0.226525,0.125868,0.0578018,2.57879,0,0.427845,0.406361,0.697778
44.628752834,1.53725,0.731273,0.203699,0.975463,0.392247,0.176976,0.054706,2.31152,0.0107351,0.532167,0.615532,0.00912032
44.675192744,1.52341,0.616903,0.127296,1.21903,0.432281,0.264031,0.0379863,2.0386,0.0176257,0.615557,1.00366,0.0150893
44.721632653,0.703079,0.848795,0.511472,1.21112,0.459265,0.29216,0.259055,0.970531,0.165159,0.555614,1.7166,0.0181755
44.768072562,0.317685,0.879612,0.645386,1.36412,0.449399,0.33028,0.323769,1.05114,0.285468,0.194118,1.87604,0.0954632
44.814512472,0.279281,0.830451,0.476933,1.73471,0.599093,0.104114,0.188743,1.62498,0.257239,0.141505,2.11349,0.216419
44.860952381,0.19523,0.7379,0.356714,2.19473,0.787108,0.0156916,0.0145389,1.86445,0.136353,0.125828,2.132,0.159601
44.907392290,0.127194,0.933901,0.0669935,2.39483,0.745824,0.00173811,0.181736,1.82083,0.0790973,0.089117,1.57191,0.0554469
44.953832200,0.110442,1.08264,0.00362118,1.5621,0.917014,0.0804621,0.238754,1.6365,0.588448,0.300387,0.994051,0.268448
45.000272109,0.166626,0.915779,0.0538225,1.08338,0.768985,0.217635,0.566793,1.13919,0.82732,0.897132,0.688572,0.255891
45.046712018,0.457077,0.452562,0.435566,0.738422,0.681037,0.274806,0.750364,0.149547,0.914048,1.70545,0.542358,0.21075
45.093151927,0.319535,0.145073,0.555175,0.444809,0.559812,0.462973,0.395631,0.530657,0.821542,2.23863,0.354435,0.470145
